repo,file,commit,change_type,diff,change_count,condition_type,commit_subject,commit_body,linked_issues,linked_issues_count,issue_titles,issue_bodies,issue_states,issue_comments_count,issue_comments,MAN_ANNOTATED,COMMIT_DESC_ENOUGH,MAN_LINKED_ISSUES,DESC_ISSUE,ISSUE_NAME_CHNG_AFTER_CODE_IMP
spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/RequestMappingHandlerAdapter.java,7c47f554c02a506a8f69af2f7d664794b0df3479,Condition_Change,"-			if (asyncManager.hasConcurrentResult() &&
-					asyncManager.getConcurrentResultContext().length > 0 &&
-					asyncManager.getConcurrentResultContext()[0] instanceof ModelAndViewContainer) {
-
+			if (asyncManager.hasConcurrentResult()) {",5,condition,Remove unnecessary check in RequestMappingHandlerAdapter,,[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-websocket/src/main/java/org/springframework/web/socket/messaging/SubProtocolWebSocketHandler.java,7defbfc18b5e43f1de271419ea37ace7a2984d43,Add_Condition,"+		WebSocketSessionHolder holder = this.sessions.get(session.getId());
+		if (holder != null) {
+			session = holder.getSession();
+		}
-		WebSocketSessionHolder holder = this.sessions.get(session.getId());",5,condition,Ensure concurrent WebSocketSession wrapper is used,"Issue: SPR-13326
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/env/CompositePropertySource.java,7e8ffc7bf56dcc9d7fcc3992589b126b0eecf22f,Condition_Change,"-			if (propertySource instanceof EnumerablePropertySource) {
-				names.addAll(Arrays.asList(((EnumerablePropertySource<?>) propertySource).getPropertyNames()));
+			if (!(propertySource instanceof EnumerablePropertySource)) {
+				throw new IllegalStateException(
+						""Failed to enumerate property names due to non-enumerable property source: "" + propertySource);
+			names.addAll(Arrays.asList(((EnumerablePropertySource<?>) propertySource).getPropertyNames()));",6,condition,CompositePropertySource rejects getPropertyNames call when containing a non-enumerable source,"Issue: SPR-12788
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-web/src/main/java/org/springframework/web/util/UrlPathHelper.java,7ef3257b031000b9f092d4014902bd676c607c9c,Add_Condition,"+import javax.servlet.RequestDispatcher;
-			HttpServletMapping mapping = request.getHttpServletMapping();
+			HttpServletMapping mapping = (HttpServletMapping) request.getAttribute(RequestDispatcher.INCLUDE_MAPPING);
+			if (mapping == null) {
+				mapping = request.getHttpServletMapping();
+			}",6,condition,Correctly determine HttpServletMapping for INCLUDE,"Closes gh-26216
",['https://api.github.com/repos/spring-projects/spring-framework/issues/26216'],1,['Wrong HttpServletMapping used on INCLUDE in UrlPathHelper.skipServletPathDetermination'],"['<!--\r\n!!! For Security Vulnerabilities, please go to https://pivotal.io/security !!!\r\n-->\r\n**Affects:** 5.3.1\r\n\r\nIn `UrlPathHelper.skipServletPathDetermination()` the servlet mapping from the request is used. But if the request is processing an include then the mapping in the request is for the original path. The servlet mapping for the include is in the request attribute `RequestDispatcher.INCLUDE_MAPPING` (""javax.servlet.include.mapping"").\r\n\r\nSo that method uses the wrong servlet mapping and therefore in some cases return the wrong result. And I\'m guessing the same goes for when there\'s a forward, but that I haven\'t verified. Then the servlet mapping is in `RequestDispatcher.FORWARD_MAPPING`.\r\n\r\nOr is this an issue with the container? In my case I use tomcat 9.0.39.']",['closed'],[4],"['Mainly we check it isn\'t a PATH mapping (e.g. `""/path/*""`). That\'s the more problematic case where the Servlet path prefix needs to be determined and stripped. Presumably on a given server, mapping by path prefix is either used or not. Can you provide more details for a more specific case?', ""Let me give you some more background on the issue.\r\n\r\nIf you have a **jsp** page with an **include tag** which includes the result of a spring controller method, then it will fail when using spring-framework 5.3.1. In 5.2.10.RELEASE it works just fine.\r\n\r\nAnd the reason for the failure is that when processing the include it's still in the context of the request for the jsp file. So the servlet mapping of the request will contain the servlet mapping for the jsp which usually is EXTENSION (*.jsp). But the include path might be of type PATH and then the `UrlPathHelper.skipServletPathDetermination()` will return the wrong result for the include and therefore generate a `NoHandlerFoundException`.\r\n\r\nI've attached a sample war project which demonstrates the problem: [spring-example.zip](https://github.com/spring-projects/spring-framework/files/5651733/spring-example.zip). In index.jsp there's an include tag which includes the result of a spring controller (/spring/example). But that include fails with a `NoHandlerFoundException`. But if I go directly to that url I'll get the result without any `NoHandlerFoundException`.\r\n\r\nTo solve this issue the correct servlet mapping must be used in `UrlPathHelper.skipServletPathDetermination(`). And the servlet mapping for the include is in the request attribute _javax.servlet.include.mapping_ according to Servlet 4 spec (chapter 9.3.1).\r\n\r\nAnd the same problem might affect forwards, but I haven't investigated that. But then then servlet mapping is in _javax.servlet.forward.mapping_."", ""Thanks for the sample and extra detail. So in your case, the request starts with a JSP page that includes a request to a Servlet mapped by prefix, and on an include the Servlet container returns original request details by default. For forward it's the other way around, with the Servlet container returning current request details by default. Hence I think only include is affected."", '@rstoyanchev A big thanks for the quick response and fix! I can confirm that it resolves my issue.']",,,,,
spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/view/script/ScriptTemplateViewResolver.java,7ff257c0ea00c02e453c8390c641835ebe778955,Add_Condition,"-		view.setLocale(locale);
+		if (view != null) {
+			view.setLocale(locale);
+		}",4,condition,Prevent NPE in ScriptTemplateView when no view is found,"Issue: SPR-15064
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/config/annotation/WebMvcConfigurationSupport.java,803fc2001907636605aa3ed2fcdf1437171761a5,Condition_Change,"-			Map<String, ViewResolver> map = BeanFactoryUtils.beansOfTypeIncludingAncestors(
+			String[] names = BeanFactoryUtils.beanNamesForTypeIncludingAncestors(
-			if (map.isEmpty()) {
+			if (names.length == 1) {",4,condition,Correct check for ViewResolver beans,"Check for bean names of type rather than actual beans.

Issue: SPR-12267
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-expression/src/main/java/org/springframework/expression/spel/ast/FormatHelper.java,81aca78579df061e08aa0e6a6488b3e4d3ebb3dc,Remove_Condition,"+import org.springframework.util.ClassUtils;
-		if (clazz == null) {
-			return ""null"";
-		}
-		return clazz.getTypeName();
+		return (clazz != null ? ClassUtils.getQualifiedName(clazz) : ""null"");",6,condition,Delegate to common ClassUtils.getQualifiedName,"Issue: SPR-15237
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-beans/src/main/java/org/springframework/beans/factory/xml/BeanDefinitionParserDelegate.java,83293b39df23d91c6ea18f520912c0c4fbb5f1c2,Condition_Change,"-			else if (namespaceUri.startsWith(""https://www.springframework.org/"")) {
+			else if (namespaceUri.startsWith(""http://www.springframework.org/"")) {",2,condition,URL Cleanup - fix undesirable code change,"Namespace handlers are mapped based on the canonical names for XML
namespaces which in Spring do not use ""https"" as the scheme.

See gh-22680
",['https://api.github.com/repos/spring-projects/spring-framework/issues/22680'],1,['URL Cleanup'],,['closed'],[1],['Merged into `5.1.x` in commit 3db08c6b7af48ca213fca46ae2cb63cbb1137cc4.'],,,,,
spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/io/support/PathMatchingResourcePatternResolver.java,8662b7773c01c710aa44b684b292335695199436,Condition_Change,"-			for (String url : StringUtils.delimitedListToStringArray(
+			for (String path : StringUtils.delimitedListToStringArray(
-					if (url.endsWith(ResourceUtils.JAR_FILE_EXTENSION)) {
+					if (path.endsWith(ResourceUtils.JAR_FILE_EXTENSION)) {
+						File file = new File(path);
-								ResourceUtils.FILE_URL_PREFIX + url + ResourceUtils.JAR_URL_SEPARATOR);
+								ResourceUtils.FILE_URL_PREFIX + file.getAbsolutePath() +
+								ResourceUtils.JAR_URL_SEPARATOR);
-						logger.debug(""Cannot search for matching files underneath ["" + url +
+						logger.debug(""Cannot search for matching files underneath ["" + path +",10,condition,PathMatchingResourcePatternResolver converts manifest entries to absolute paths,"Issue: SPR-14934
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-context/src/main/java/org/springframework/context/event/ApplicationListenerMethodAdapter.java,86733a98da91c57d2ac28365a82da3e3fbd15fb1,Condition_Change,"-			else { // TODO annotationAttributes null with proxy
+			else {
-				this.condition = (eventListener != null ? eventListener.condition() : null);
+				this.condition = (eventListener != null ? eventListener.condition() : """");",4,condition,Polish ApplicationListenerMethodAdapter,,[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/annotation/AnnotationUtils.java,8694a0aac06388332373765a3cf0a494b0243a90,Condition_Change,"-import java.util.Arrays;
+
-		for (Annotation annotation : Arrays.asList(clazz.getDeclaredAnnotations())) {
+		for (Annotation annotation : clazz.getDeclaredAnnotations()) {",4,iteration,Minor changes to AnnotationUtils,"- Polished Javadoc for isAnnotationDeclaredLocally() and
  isAnnotationInherited().
- Removed unnecessary call to Arrays.asList() in
  isAnnotationDeclaredLocally().
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-aop/src/main/java/org/springframework/aop/aspectj/annotation/AbstractAspectJAdvisorFactory.java,871e378ed054d95f19bcb75fa0f01e202e83f367,Condition_Change,"-		if (aspectClass.getSuperclass().getAnnotation(Aspect.class) != null &&
-				!Modifier.isAbstract(aspectClass.getSuperclass().getModifiers())) {
+		Class<?> superclass = aspectClass.getSuperclass();
+		if (superclass.getAnnotation(Aspect.class) != null &&
+				!Modifier.isAbstract(superclass.getModifiers())) {
-					aspectClass.getSuperclass().getName() + ""]"");
+					superclass.getName() + ""]"");",7,condition,Polish AbstractAspectJAdvisorFactory,Closes gh-27340,['https://api.github.com/repos/spring-projects/spring-framework/issues/27340'],1,['Polish AbstractAspectJAdvisorFactory'],['Left out invoke the native method.'],['closed'],[5],"['@Inmord Please sign the [Contributor License Agreement](https://cla.pivotal.io/sign/spring?repositoryId=spring-projects/spring-framework&pullRequestId=27340)!\n\n[Click here](https://cla.pivotal.io/sync/spring?repositoryId=spring-projects/spring-framework&pullRequestId=27340) to manually synchronize the status of this Pull Request.\n\nSee the [FAQ](https://cla.pivotal.io/about) for frequently asked questions.', '@Inmord Thank you for signing the [Contributor License Agreement](https://cla.pivotal.io/sign/spring?repositoryId=spring-projects/spring-framework&pullRequestId=27340)!', 'This has been merged into `main`.\r\n\r\nThanks for submitting your first PR to the Spring Framework! 👍 ', '@Inmord, for future PRs, please make sure you create your PR against the `main` branch instead of the `5.2.x` branch.\r\n\r\nThanks', '> @Inmord，对于未来的 PR，请确保您针对`main`分支而不是分支创建 PR `5.2.x`。\r\n> \r\n> 谢谢\r\n\r\nOkay, thanks.\r\n']",,,,,
spring-projects/spring-framework,spring-core/src/main/java/org/springframework/util/StringUtils.java,87fa2c3b97c7ee4785c4109ebd14ff3310f9db11,Add_Condition,"+		if (lastCharIndex == inString.length()) {
+			return inString;
+		}",3,condition,Avoid unnecessary String instantiation in StringUtils.deleteAny(),"This commit avoids unnecessary String instantiation in
StringUtils.deleteAny() if nothing was deleted from the
input string.

Closes gh-24924",['https://api.github.com/repos/spring-projects/spring-framework/issues/24924'],1,['Avoid unnecessary String instantiation in StringUtils.deleteAny()'],"[""When I was reading https://github.com/spring-projects/spring-framework/pull/24870, I noticed that `String` instantiation in `StringUtils.deleteAny()` isn't necessary when nothing is deleted. So this PR changes to avoid it.\r\n\r\nThis is a straightforward change, but I just ran [the same benchmark](https://github.com/izeye/samples-jmh-gradle/blob/d193de7d08ce7d8de71dc6ba724cb89018501d20/src/jmh/java/com/izeye/samples/jmh/SpringStringUtilsDeleteAnyBenchmark.java) used in https://github.com/spring-projects/spring-framework/pull/24870. The result is as follows:\r\n\r\n```\r\nBenchmark                                                                                                    Mode  Cnt     Score   Error   Units\r\nSpringStringUtilsDeleteAnyBenchmark.original                                                                 avgt         68.215           ns/op\r\nSpringStringUtilsDeleteAnyBenchmark.original:·gc.alloc.rate                                                  avgt       1384.675          MB/sec\r\nSpringStringUtilsDeleteAnyBenchmark.original:·gc.alloc.rate.norm                                             avgt        104.000            B/op\r\nSpringStringUtilsDeleteAnyBenchmark.original:·gc.churn.PS_Eden_Space                                         avgt       1359.258          MB/sec\r\nSpringStringUtilsDeleteAnyBenchmark.original:·gc.churn.PS_Eden_Space.norm                                    avgt        102.091            B/op\r\nSpringStringUtilsDeleteAnyBenchmark.original:·gc.churn.PS_Survivor_Space                                     avgt          0.048          MB/sec\r\nSpringStringUtilsDeleteAnyBenchmark.original:·gc.churn.PS_Survivor_Space.norm                                avgt          0.004            B/op\r\nSpringStringUtilsDeleteAnyBenchmark.original:·gc.count                                                       avgt         21.000          counts\r\nSpringStringUtilsDeleteAnyBenchmark.original:·gc.time                                                        avgt         12.000              ms\r\nSpringStringUtilsDeleteAnyBenchmark.patched                                                                  avgt         20.938           ns/op\r\nSpringStringUtilsDeleteAnyBenchmark.patched:·gc.alloc.rate                                                   avgt       4510.715          MB/sec\r\nSpringStringUtilsDeleteAnyBenchmark.patched:·gc.alloc.rate.norm                                              avgt        104.000            B/op\r\nSpringStringUtilsDeleteAnyBenchmark.patched:·gc.churn.PS_Eden_Space                                          avgt       4477.181          MB/sec\r\nSpringStringUtilsDeleteAnyBenchmark.patched:·gc.churn.PS_Eden_Space.norm                                     avgt        103.227            B/op\r\nSpringStringUtilsDeleteAnyBenchmark.patched:·gc.churn.PS_Survivor_Space                                      avgt          0.074          MB/sec\r\nSpringStringUtilsDeleteAnyBenchmark.patched:·gc.churn.PS_Survivor_Space.norm                                 avgt          0.002            B/op\r\nSpringStringUtilsDeleteAnyBenchmark.patched:·gc.count                                                        avgt         69.000          counts\r\nSpringStringUtilsDeleteAnyBenchmark.patched:·gc.time                                                         avgt         38.000              ms\r\nSpringStringUtilsDeleteAnyBenchmark.patchedSkipNewStringWhenNothingDeleted                                   avgt         13.284           ns/op\r\nSpringStringUtilsDeleteAnyBenchmark.patchedSkipNewStringWhenNothingDeleted:·gc.alloc.rate                    avgt       2734.452          MB/sec\r\nSpringStringUtilsDeleteAnyBenchmark.patchedSkipNewStringWhenNothingDeleted:·gc.alloc.rate.norm               avgt         40.000            B/op\r\nSpringStringUtilsDeleteAnyBenchmark.patchedSkipNewStringWhenNothingDeleted:·gc.churn.PS_Eden_Space           avgt       2788.360          MB/sec\r\nSpringStringUtilsDeleteAnyBenchmark.patchedSkipNewStringWhenNothingDeleted:·gc.churn.PS_Eden_Space.norm      avgt         40.789            B/op\r\nSpringStringUtilsDeleteAnyBenchmark.patchedSkipNewStringWhenNothingDeleted:·gc.churn.PS_Survivor_Space       avgt          0.036          MB/sec\r\nSpringStringUtilsDeleteAnyBenchmark.patchedSkipNewStringWhenNothingDeleted:·gc.churn.PS_Survivor_Space.norm  avgt          0.001            B/op\r\nSpringStringUtilsDeleteAnyBenchmark.patchedSkipNewStringWhenNothingDeleted:·gc.count                         avgt         43.000          counts\r\nSpringStringUtilsDeleteAnyBenchmark.patchedSkipNewStringWhenNothingDeleted:·gc.time                          avgt         22.000              ms\r\n```""]",['closed'],[1],['This has been merged into `master`.\r\n\r\nThanks'],,,,,
spring-projects/spring-framework,spring-jdbc/src/main/java/org/springframework/jdbc/support/JdbcUtils.java,8922da3af60ba17084383eace6b80bc9ac7eccd0,Condition_Change,"-import java.sql.SQLDataException;
-				catch (SQLDataException ex) {
-					logger.debug(""JDBC driver has limited support for JDBC 4.1 'getObject(int, Class)' method"", ex);
+				catch (AbstractMethodError err) {
+					logger.debug(""JDBC driver does not implement JDBC 4.1 'getObject(int, Class)' method"", err);
-				catch (AbstractMethodError err) {
-					logger.debug(""JDBC driver does not implement JDBC 4.1 'getObject(int, Class)' method"", err);
+				catch (SQLException ex) {
+					logger.debug(""JDBC driver has limited support for JDBC 4.1 'getObject(int, Class)' method"", ex);",9,iteration,"Generalized workaround for JDBC 4.1 getObject(index, requiredType) failures on MySQL and Derby","Issue: SPR-12174
Issue: SPR-12157
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-context/src/main/java/org/springframework/context/support/ApplicationContextAwareProcessor.java,8b023b17c948bb180794a23207903718404e2cca,Condition_Change,"-	public Object postProcessBeforeInitialization(final Object bean, String beanName) throws BeansException {
-
+	public Object postProcessBeforeInitialization(Object bean, String beanName) throws BeansException {
-		if (System.getSecurityManager() != null ) {
+		if (System.getSecurityManager() != null) {
-	@Override
-	public Object postProcessAfterInitialization(Object bean, String beanName) {
-		return bean;
-	}
-",10,condition,Polish contribution,"See gh-23435
",['https://api.github.com/repos/spring-projects/spring-framework/issues/23435'],1,['Avoid unnecessary processing in ApplicationContextAwareProcessor'],['It could return bean that do not meet the requirements immediately to avoid subsequent operations'],['closed'],[1],['This has been merged into `master` in 1dc2177a4af5c6ff8622017b9a79cecba1d8c635 and polished in 8b023b17c948bb180794a23207903718404e2cca.\r\n\r\nThanks'],,,,,
spring-projects/spring-framework,spring-websocket/src/main/java/org/springframework/web/socket/config/MessageBrokerBeanDefinitionParser.java,8f0f5faf4d541df10db9b38e670bed83a1990b98,Remove_Condition,"-		name = SCHEDULER_BEAN_NAME;
-		if (context.getRegistry().containsBeanDefinition(name)) {
-			beanDef.getPropertyValues().add(""sockJsTaskScheduler"", context.getRegistry().getBeanDefinition(name));
-		}
+		Object scheduler = WebSocketNamespaceUtils.registerScheduler(SCHEDULER_BEAN_NAME, context, source);
+		beanDef.getPropertyValues().add(""sockJsTaskScheduler"", scheduler);
+",7,condition,XML config properly initialize WS message broker stats,"Issue: SPR-14190
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/convert/support/CollectionToObjectConverter.java,90388e4701add18ec060e6b2fb219f54c9474429,Condition_Change,"-		if (sourceCollection.size() == 0) {
+		if (sourceCollection.isEmpty()) {",2,condition,Replace size() check with isEmpty(),"Closes gh-1333
",['https://api.github.com/repos/spring-projects/spring-framework/issues/1333'],1,['CollectionToObjectConverter - Refactor with Collection#isEmpty()'],['Replace `sourceCollection.size() == 0` by `sourceCollection.isEmpty()` in class `CollectionToObjectConverter`.'],['closed'],[1],"['Merged, thanks.']",,,,,
spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/tags/form/TagWriter.java,913cc079af07fbb58ea09e73d3fb538714b6a1dc,Add_Condition,"+	}
+	
+	/**
+	public void writeAttribute(String attributeName) throws JspException {
+		if (currentState().isBlockTag()) {
+			throw new IllegalStateException(""Cannot write attributes after opening tag is closed."");
+		}
+		this.writer.append("" "").append(attributeName);",8,condition,TagWriter can write empty attribute,"See gh-910
",['https://api.github.com/repos/spring-projects/spring-framework/issues/910'],1,['Support empty attributes in TagWriter'],"['Support for empty HTML attributes (like ""required"", ""ng-disabled""...)\nIf you want to use this tool for a custom tag in a project that is mainly Angular-oriented, you may want to write attributes without values.\nAnd since members are private, you cannot extend TagWriter (another proposal could be ""protecting"" fields).\n']",['closed'],[2],"['@djechelon Please sign the [Contributor License Agreement](https://cla.pivotal.io/sign/spring?repositoryId=spring-projects/spring-framework&pullRequestId=910)!\n\n[Click here](https://cla.pivotal.io/sync/spring?repositoryId=spring-projects/spring-framework&pullRequestId=910) to manually synchronize the status of this Pull Request.\n\nSee the [FAQ](https://cla.pivotal.io/about) for frequently asked questions.', '@djechelon Thank you for signing the [Contributor License Agreement](https://cla.pivotal.io/sign/spring?repositoryId=spring-projects/spring-framework&pullRequestId=910)!']",,,,,
spring-projects/spring-framework,spring-messaging/src/main/java/org/springframework/messaging/support/GenericMessage.java,92a48b72d77e4a377cfe31316fcbd5249ee4b34d,Condition_Change,"-		if (byte[].class.equals(this.payload.getClass())) {
+		if (this.payload instanceof byte[]) {",2,condition,Polish (minor),,[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-jdbc/src/main/java/org/springframework/jdbc/core/namedparam/NamedParameterUtils.java,475c4d4425b2170c4a0f19d5bd39b70e752e38a1,Condition_Change,"-					while (j < statement.length && '}' != statement[j]) {
+					while (j < statement.length && statement[j] != '}') {
-						if (':' == statement[j] || '{' == statement[j]) {
+						if (statement[j] == ':' || statement[j] == '{') {
-						totalParameterCount = addNamedParameter(parameterList, totalParameterCount, escapes, i, j + 1, parameter);
+						totalParameterCount = addNamedParameter(
+								parameterList, totalParameterCount, escapes, i, j + 1, parameter);
-						totalParameterCount = addNamedParameter(parameterList, totalParameterCount, escapes, i, j, parameter);
+						totalParameterCount = addNamedParameter(
+								parameterList, totalParameterCount, escapes, i, j, parameter);",10,iteration,Polishing,,[],0,[],[],[],[],[],1,1,n/a,n/a,n/a
spring-projects/spring-framework,spring-jdbc/src/main/java/org/springframework/jdbc/support/DatabaseStartupValidator.java,964467d2691180a7f01de441a190fb998801df91,Condition_Change,"-		DataSource dataSource = this.dataSource;
-		if (dataSource == null) {
+		if (this.dataSource == null) {
-					con = dataSource.getConnection();
+					con = this.dataSource.getConnection();
-								""DataSource returned null from getConnection(): "" + dataSource);
+								""DataSource returned null from getConnection(): "" + this.dataSource);
-					Thread.sleep(TimeUnit.SECONDS.toMillis(this.interval));
+					TimeUnit.SECONDS.sleep(this.interval);",9,condition,Polish DatabaseStartupValidator.afterPropertiesSet(),,[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/ExceptionHandlerExceptionResolver.java,96bfc14dba7691f0f8cd893ac90b39e09ac8ae1a,Condition_Change,"-			if (logger.isWarnEnabled()) {
+			if (invocationEx != exception && logger.isWarnEnabled()) {",2,condition,No warn logging for propagated original exception,"Issue: SPR-14907
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-context/src/main/java/org/springframework/context/support/DefaultLifecycleProcessor.java,977550f9560f6ce7670aae883261f412fbba02f4,Condition_Change,"-				Lifecycle bean = getBeanFactory().getBean(beanNameToCheck, Lifecycle.class);
-				if (bean != this) {
-					beans.put(beanNameToRegister, bean);
+				Object bean = getBeanFactory().getBean(beanNameToCheck);
+				if (bean != this && bean instanceof Lifecycle) {
+					beans.put(beanNameToRegister, (Lifecycle) bean);",6,condition,Properly handle null bean instance in getLifecycleBeans,"Issue: SPR-16343
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-aop/src/main/java/org/springframework/aop/framework/CglibAopProxy.java,988aae4f2e41ee4d23e827c09095cde1fc07d201,Condition_Change,"-				Method key = method;
-				if (isStatic && isFrozen && this.fixedInterceptorMap.containsKey(key)) {
+				if (isStatic && isFrozen && this.fixedInterceptorMap.containsKey(method)) {
-					int index = this.fixedInterceptorMap.get(key);
+					int index = this.fixedInterceptorMap.get(method);",5,condition,Remove unnecessary variable declaration in ProxyCallbackFilter,Closes gh-24675,['https://api.github.com/repos/spring-projects/spring-framework/issues/24675'],1,['Remove unnecessary variable declaration in ProxyCallbackFilter'],['The var `key` declaration seems unnecessary. Suggest remove it. '],['closed'],[1],['This has been merged into `master`.\r\n\r\nThanks'],,,,,
spring-projects/spring-framework,spring-web/src/main/java/org/springframework/web/util/UrlPathHelper.java,990a9c74b93b3124dae554e6246b9b75504a5d23,Condition_Change,"-			int slashIndex = requestUri.indexOf('/', semicolonIndex);
-			if (slashIndex >= 0) {
-				sb.delete(semicolonIndex, slashIndex);
+			int slashIndex = requestUri.indexOf('/', semicolonIndex + 1);
+			if (slashIndex == -1) {
+				slashIndex = sb.length();
+			sb.delete(semicolonIndex, slashIndex);",7,condition,Restore removal of trailing semicolon content,"See gh-26012
",['https://api.github.com/repos/spring-projects/spring-framework/issues/26012'],1,['Improve URI/query strings sanitization'],"['Use `StringBuilder.deleteCharAt(int)` and `StringBuilder.delete(int, int)` to handle sanitization more effectively']",['closed'],[1],"['@rstoyanchev done.\r\n\r\nI\'ve also measured performance impact with simple benchmark\r\n```java\r\n@BenchmarkMode(Mode.AverageTime)\r\n@OutputTimeUnit(TimeUnit.NANOSECONDS)\r\n@Fork(jvmArgsAppend = {""-Xms2g"", ""-Xmx2g""})\r\npublic class DropDoubleSlashBenchmark {\r\n\r\n  @Benchmark\r\n  public String ineffective(Data data) {\r\n    String path = data.path;\r\n    while (true) {\r\n      int index = path.indexOf(""//"");\r\n      if (index == -1) {\r\n        break;\r\n      }\r\n      path = path.substring(0, index) + path.substring(index + 1);\r\n    }\r\n    return path;\r\n  }\r\n\r\n  @Benchmark\r\n  public String effective(Data data) {\r\n    StringBuilder path = new StringBuilder(data.path);\r\n    while (true) {\r\n      int index = path.indexOf(""//"");\r\n      if (index == -1) {\r\n        break;\r\n      }\r\n      path.deleteCharAt(index);\r\n    }\r\n    return path.toString();\r\n  }\r\n\r\n  @State(Scope.Thread)\r\n  public static class Data {\r\n    private final String path = ""/home/"" + ""/path"";\r\n  }\r\n}\r\n```\r\nand got the following results on my machine\r\n```\r\nJDK 8\r\n\r\neffective                          avgt    47.882 ±   1.801   ns/op\r\nineffective                        avgt    51.620 ±   0.907   ns/op\r\neffective:·gc.alloc.rate.norm      avgt   136.000 ±   0.001    B/op\r\nineffective:·gc.alloc.rate.norm    avgt   224.000 ±   0.001    B/op\r\n\r\nJDK 11\r\n\r\neffective                          avgt    33.949 ±   0.188   ns/op\r\nineffective                        avgt    47.735 ±   0.519   ns/op\r\neffective:·gc.alloc.rate.norm      avgt   104.000 ±   0.001    B/op\r\nineffective:·gc.alloc.rate.norm    avgt   152.000 ±   0.001    B/op\r\n```\r\nOn longer strings I think we\'ll have even better improvement.']",,,,,
spring-projects/spring-framework,spring-context/src/main/java/org/springframework/scheduling/concurrent/ExecutorConfigurationSupport.java,99399084a6b1960d152ee46aa59da5304a019439,Condition_Change,"+import java.util.concurrent.Future;
-		if (task instanceof RunnableFuture) {
-			((RunnableFuture<?>) task).cancel(true);
+		if (task instanceof Future) {
+			((Future<?>) task).cancel(true);",5,condition,Consistent Future check (even if typically encountering RunnableFuture),"Issue: SPR-16607
",[],0,[],[],[],[],[],,,,,
spring-projects/spring-framework,spring-web/src/main/java/org/springframework/http/converter/ResourceHttpMessageConverter.java,99dc96b1a47394740b0db4bf15e67d9abd27a25a,Condition_Change,"+
-		if (supportsReadStreaming && InputStreamResource.class == clazz) {
+		if (this.supportsReadStreaming && InputStreamResource.class == clazz) {",3,condition,Polishing,,[],0,[],[],[],[],[],,,,,
