commit,repo,file,change_type,diff,change_count,condition_type,commit_subject,commit_body,note
89802cfc11bc7b94387bf75f376dc08218e3946c,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/convert/TypeDescriptor.java,Remove_Condition,"-		if (getAnnotations().length != other.getAnnotations().length) {
+		if (!Arrays.equals(getAnnotations(), other.getAnnotations())) {
-		for (Annotation ann : getAnnotations()) {
-			if (!ann.equals(other.getAnnotation(ann.annotationType()))) {
-				return false;
-			}
-		}",7,"condition, iteration",TypeDescriptor avoids merged annotations for equality comparisons,"Issue: SPR-14926
Issue: SPR-14929
",
89b8449999769cbc412cd3301614630bbe98ae34,spring-projects/spring-framework,spring-jdbc/src/main/java/org/springframework/jdbc/core/namedparam/NamedParameterJdbcTemplate.java,Remove_Condition,"-			ParsedSql parsedSql = this.parsedSqlCache.get(sql);
-			if (parsedSql == null) {
-				parsedSql = NamedParameterUtils.parseSqlStatement(sql);
-				this.parsedSqlCache.put(sql, parsedSql);
-			}
-			return parsedSql;
+			return parsedSqlCache.computeIfAbsent(sql, NamedParameterUtils::parseSqlStatement);",7,condition,Simplify getParsedSql() method in NamedParameterJdbcTemplate,Closes gh-24358,
89c7c6e9dd85d880aeea71ec0c3c944a7030d109,spring-projects/spring-framework,spring-context/src/main/java/org/springframework/validation/beanvalidation/LocalValidatorFactoryBean.java,Remove_Condition,"- * Copyright 2002-2022 the original author or authors.
+ * Copyright 2002-2023 the original author or authors.
-import org.springframework.core.KotlinDetector;
-import org.springframework.core.KotlinReflectionParameterNameDiscoverer;
+ * @author Sebastien Deleuze
-	public LocalValidatorFactoryBean() {
-		if (KotlinDetector.isKotlinReflectPresent()) {
-			this.parameterNameDiscoverer = new KotlinReflectionParameterNameDiscoverer();
-		}
-	}
-
-
-	 * <p>Default is Hibernate Validator's own internal use of standard Java reflection,
-	 * with an additional {@link KotlinReflectionParameterNameDiscoverer} if Kotlin
-	 * is present. This may be overridden with a custom subclass or a Spring-controlled
+	 * <p>Default is Hibernate Validator's own internal use of standard Java reflection.
+	 * This may be overridden with a custom subclass or a Spring-controlled",9,condition,Fix bean validation on suspending function parameters,"This commit leverages Hibernate Validator's own internal use
of standard Java reflection to perform validation on suspending
function, which fixes the ArrayIndexOutOfBoundsException previously
observed.

Validation of suspending function return values remains unsupported
as Hibernate Validator is not Coroutines aware.

Closes gh-23499
",
8a29bfba3f85f0500c95c78f463ba3644133eaf2,spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/function/DefaultEntityResponseBuilder.java,Condition_Change,"- * Copyright 2002-2022 the original author or authors.
+ * Copyright 2002-2023 the original author or authors.
-				if (name!=null && !HttpHeaders.CONTENT_LENGTH.equals(name)) {
+				if (!HttpHeaders.CONTENT_LENGTH.equals(name)) {
-				if (name!= null && !HttpHeaders.CONTENT_LENGTH.equals(name)) {
+				if (!HttpHeaders.CONTENT_LENGTH.equals(name)) {",4,condition,Polishing external contribution,,
8a7e839ad07211a2da51fa04fb33fe167ab79dc4,spring-projects/spring-framework,spring-webflux/src/main/java/org/springframework/web/reactive/function/server/DefaultRenderingResponseBuilder.java,Condition_Change,"-			if (view instanceof RedirectView) {
-				HttpStatus httpStatus = HttpStatus.resolve(rawStatusCode());
-				if (httpStatus != null && httpStatus.is3xxRedirection()) {
-					RedirectView redirectView = (RedirectView) view;
-					redirectView.setStatusCode(httpStatus);
+			if (view instanceof RedirectView redirectView) {
+				HttpStatusCode statusCode = statusCode();
+				if (statusCode.is3xxRedirection()) {
+					redirectView.setStatusCode(statusCode);",9,condition,Polishing,,
8b023b17c948bb180794a23207903718404e2cca,spring-projects/spring-framework,spring-context/src/main/java/org/springframework/context/support/ApplicationContextAwareProcessor.java,Condition_Change,"- * Copyright 2002-2017 the original author or authors.
+ * Copyright 2002-2019 the original author or authors.
-	public Object postProcessBeforeInitialization(final Object bean, String beanName) throws BeansException {
-
+	public Object postProcessBeforeInitialization(Object bean, String beanName) throws BeansException {
-		if (System.getSecurityManager() != null ) {
+		if (System.getSecurityManager() != null) {
-	@Override
-	public Object postProcessAfterInitialization(Object bean, String beanName) {
-		return bean;
-	}
-",10,condition,Polish contribution,"See gh-23435
",
8b3b8d070e3e177d580bd9da337ad73ebb707170,spring-projects/spring-framework,spring-beans/src/main/java/org/springframework/beans/factory/xml/BeansDtdResolver.java,Condition_Change,"-			int dtdNameStart = systemId.indexOf(DTD_NAME);
-			if (dtdNameStart > lastPathSeparator) {
+			int dtdNameStart = systemId.indexOf(DTD_NAME, lastPathSeparator);
+			if (dtdNameStart != -1) {",4,condition,Consistently detect spring-beans.dtd reference in last path segment,"Issue: SPR-13549
",
8bd8c4f627216b054268f188130614e70a5f9dac,spring-projects/spring-framework,spring-aop/src/main/java/org/springframework/aop/interceptor/AsyncExecutionAspectSupport.java,Condition_Change,"+ * @author Sebastien Deleuze
-		else if (void.class == returnType) {
+		else if (void.class == returnType || ""kotlin.Unit"".equals(returnType.getName())) {",2,condition,Add support for `@Async` Kotlin function returning `Unit?`,"Closes gh-31881
",
8c605dd08251ca648c30aabed43d921229b7d3b1,spring-projects/spring-framework,spring-beans/src/main/java/org/springframework/beans/factory/xml/BeanDefinitionParserDelegate.java,Condition_Change,"-			else if (namespaceUri.startsWith(""http://www.springframework.org/"")) {
+			else if (namespaceUri.startsWith(""http://www.springframework.org/schema/"")) {",2,condition,BeanDefinitionParserDelegate uses http://www.springframework.org/schema/,"See gh-22839
",
8c9383da7c9ce02408c4e22eb8b6fdc07043582d,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/BridgeMethodResolver.java,Condition_Change,"- * Copyright 2002-2012 the original author or authors.
+ * Copyright 2002-2013 the original author or authors.
-import org.springframework.util.Assert;
-		while (!Object.class.equals(superclass)) {
+		while (superclass != null && !Object.class.equals(superclass)) {
-		Assert.isTrue(bridgeMethod != null);
-		Assert.isTrue(bridgedMethod != null);",5,iteration,BridgeMethodResolver properly handles bridge methods in interfaces,"Issue: SPR-9330
",
8cb24e0d93c9a073fc9a8b50692c90c2e19a5b43,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/util/concurrent/SettableListenableFuture.java,Add_Condition,"-			this.completingThread = null;  // only first check actually counts
+			if (check) {
+				this.completingThread = null;  // only first match actually counts
+			}",4,condition,SettableTask.checkCompletingThread() only resets marker after match,"Issue: SPR-15409
",
8cce40469631327e0afdd5d41393248313819270,spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/AbstractMessageConverterMethodProcessor.java,Add_Condition,"+		if (returnValue == null && Void.class.equals(returnValueClass)) {
+			return;
+		}
+",4,condition,Add check for ResponseEntity<void> with null return value,"Issue: SPR-12287
",
8cced42fb2cdbe1d0864ca6c576d81d4cb8dcb49,spring-projects/spring-framework,spring-jcl/src/main/java/org/apache/commons/logging/LogAdapter.java,Add_Condition,"- * Copyright 2002-2018 the original author or authors.
+ * Copyright 2002-2020 the original author or authors.
-			this.logger = loggerContext.getLogger(name);
+			LoggerContext context = loggerContext;
+			if (context == null) {
+				// Circular call in early-init scenario -> static field not initialized yet
+				context = LogManager.getContext(Log4jLog.class.getClassLoader(), false);
+			}
+			this.logger = context.getLogger(name);",6,condition,Use local LoggerContext in Log4jLog when static field not initialized yet,"Closes gh-24440
",
8d17bcea5b06979cca48c9e3cd75420a75b7f267,spring-projects/spring-framework,spring-websocket/src/main/java/org/springframework/web/socket/sockjs/support/AbstractSockJsService.java,Add_Condition,"+				if (""websocket"".equalsIgnoreCase(request.getHeaders().getUpgrade())) {
+					response.setStatusCode(HttpStatus.BAD_REQUEST);
+					return;
+				}",4,condition,Validate top-level SockJS URL,"Closes gh-26933
",
8eb618b480896092cae04d1c5e412f7a5dba0c9c,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/CoroutinesUtils.java,Add_Condition,"- * Copyright 2002-2021 the original author or authors.
+ * Copyright 2002-2022 the original author or authors.
+import kotlin.reflect.jvm.KCallablesJvm;
+		if (method.isAccessible() && !KCallablesJvm.isAccessible(function)) {
+			KCallablesJvm.setAccessible(function, true);
+		}",4,condition,Make Kotlin functions accessible in CoroutinesUtils,"In order to allow using private classes like in Java
for example.

Closes gh-23840
",
8f0f5faf4d541df10db9b38e670bed83a1990b98,spring-projects/spring-framework,spring-websocket/src/main/java/org/springframework/web/socket/config/MessageBrokerBeanDefinitionParser.java,Remove_Condition,"-		name = SCHEDULER_BEAN_NAME;
-		if (context.getRegistry().containsBeanDefinition(name)) {
-			beanDef.getPropertyValues().add(""sockJsTaskScheduler"", context.getRegistry().getBeanDefinition(name));
-		}
+		Object scheduler = WebSocketNamespaceUtils.registerScheduler(SCHEDULER_BEAN_NAME, context, source);
+		beanDef.getPropertyValues().add(""sockJsTaskScheduler"", scheduler);
+",7,condition,XML config properly initialize WS message broker stats,"Issue: SPR-14190
",
90268de9c0548a14893aa1c386f4de6e957e0948,spring-projects/spring-framework,spring-beans/src/main/java/org/springframework/beans/factory/support/BeanDefinitionReaderUtils.java,Remove_Condition,"-		String id = generatedBeanName;
-			id = generatedBeanName + GENERATED_BEAN_NAME_SEPARATOR + ObjectUtils.getIdentityHexString(definition);
+			return generatedBeanName + GENERATED_BEAN_NAME_SEPARATOR + ObjectUtils.getIdentityHexString(definition);
-		else {
-			// Top-level bean: use plain class name with unique suffix if necessary.
-			return uniqueBeanName(generatedBeanName, registry);
-		}
-		return id;
+
+		// Top-level bean: use plain class name with unique suffix if necessary.
+		return uniqueBeanName(generatedBeanName, registry);",9,condition,Polish implementation of BeanDefinitionReaderUtils.generateBeanName(),"Closes gh-24739
",
90388e4701add18ec060e6b2fb219f54c9474429,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/convert/support/CollectionToObjectConverter.java,Condition_Change,"- * Copyright 2002-2012 the original author or authors.
+ * Copyright 2002-2017 the original author or authors.
-		if (sourceCollection.size() == 0) {
+		if (sourceCollection.isEmpty()) {",2,condition,Replace size() check with isEmpty(),"Closes gh-1333
",
90477b40a4b92c357184cc182f546ce742b1ffa1,spring-projects/spring-framework,spring-web/src/main/java/org/springframework/http/converter/StringHttpMessageConverter.java,Add_Condition,"-	private final List<Charset> availableCharsets;
+	private volatile List<Charset> availableCharsets;
-		this.availableCharsets = new ArrayList<>(Charset.availableCharsets().values());
+		if (this.availableCharsets == null) {
+			this.availableCharsets = new ArrayList<>(
+					Charset.availableCharsets().values());
+		}",7,condition,Defer Charset.availableCharsets() call,"Change the `StringHttpMessageConverter` to defer calling
Charset.availableCharsets() until absolutely necessary to help improve
startup times.

Issue: SPR-15502
",
9064d38e4c77addbb5682e28e8c04df9fc8cd652,spring-projects/spring-framework,spring-beans/src/main/java/org/springframework/beans/factory/support/AbstractBeanFactory.java,Add_Condition,"-			// Let the bean definition get re-merged now that we're actually creating
-			// the bean... just in case some of its metadata changed in the meantime.
-			clearMergedBeanDefinition(beanName);
-			this.alreadyCreated.add(beanName);
+			synchronized (this.mergedBeanDefinitions) {
+				if (this.alreadyCreated.add(beanName)) {
+					// Let the bean definition get re-merged now that we're actually creating
+					// the bean... just in case some of its metadata changed in the meantime.
+					clearMergedBeanDefinition(beanName);
+				}
+			}",7,condition,AbstractBeanFactory.markBeanAsCreated() reliably clears merged bean definition only once,"Issue: SPR-14269
",
90c9d96a4d432a31c6cfbb0c2e8f2ab83daeffef,spring-projects/spring-framework,spring-aop/src/main/java/org/springframework/aop/framework/autoproxy/AutoProxyUtils.java,Condition_Change,"-	 * Expose the given target class for the specified bean.
+	 * Expose the given target class for the specified bean, if possible.
-		if (beanFactory.containsBeanDefinition(beanName)) {
+		if (beanName != null && beanFactory.containsBeanDefinition(beanName)) {",2,condition,Avoid exposeTargetClass attempt if bean name is null,"Issue: SPR-13650
",
913cc079af07fbb58ea09e73d3fb538714b6a1dc,spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/tags/form/TagWriter.java,Add_Condition,"+	}
+	
+	/**
+	 * Write an empty HTML attribute with the specified name.
+	 * <p>Be sure to write all attributes <strong>before</strong> writing
+	 * any inner text or nested tags.
+	 * @throws IllegalStateException if the opening tag is closed
+	 */
+	public void writeAttribute(String attributeName) throws JspException {
+		if (currentState().isBlockTag()) {
+			throw new IllegalStateException(""Cannot write attributes after opening tag is closed."");
+		}
+		this.writer.append("" "").append(attributeName);",8,condition,TagWriter can write empty attribute,"See gh-910
",
92a48b72d77e4a377cfe31316fcbd5249ee4b34d,spring-projects/spring-framework,spring-messaging/src/main/java/org/springframework/messaging/support/GenericMessage.java,Condition_Change,"-		if (byte[].class.equals(this.payload.getClass())) {
+		if (this.payload instanceof byte[]) {",2,condition,Polish (minor),,
92c9b0dc9746ceac9ed0d60c64687247e5092ece,spring-projects/spring-framework,spring-websocket/src/main/java/org/springframework/web/socket/messaging/StompSubProtocolHandler.java,Condition_Change,"- * Copyright 2002-2023 the original author or authors.
+ * Copyright 2002-2024 the original author or authors.
-					// Skip unsent CONNECT messages (likely auth issues)
-					if (!isConnect || sent) {
-						logger.error(""Failed to send message to MessageChannel in session "" + session.getId() +
-								"":"" + ex.getMessage());
+					// Skip for unsent CONNECT or SUBSCRIBE (likely authentication/authorization issues)
+					if (sent || !(isConnect || StompCommand.SUBSCRIBE.equals(command))) {
+						logger.error(""Failed to send message to MessageChannel in session "" +
+								session.getId() + "":"" + ex.getMessage());",6,condition,Reduce logging for unsent SUBSCRIBE messages,"Closes gh-28252
",
93c8b7ab04af281a26d05c968fdb0ed03cf0b1c4,spring-projects/spring-framework,spring-beans/src/main/java/org/springframework/beans/factory/support/DefaultListableBeanFactory.java,Add_Condition,"- * Copyright 2002-2013 the original author or authors.
+ * Copyright 2002-2014 the original author or authors.
+import org.springframework.util.ClassUtils;
-		if (!isConfigurationFrozen()  || type == null || !allowEagerInit) {
+		if (!isConfigurationFrozen() || type == null || !allowEagerInit) {
-		cache.put(type, resolvedBeanNames);
+		if (ClassUtils.isCacheSafe(type, getBeanClassLoader())) {
+			cache.put(type, resolvedBeanNames);
+		}",7,condition,DefaultListableBeanFactory only puts 'cache-safe' Class keys into its by-type cache,"Issue: SPR-11520
",
93de5f407e394b70b9a3fa89e35340008d340cbc,spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/RequestMappingHandlerAdapter.java,Remove_Condition,"- * Copyright 2002-2018 the original author or authors.
+ * Copyright 2002-2019 the original author or authors.
-			if (RequestBodyAdvice.class.isAssignableFrom(beanType)) {
-				requestResponseBodyAdviceBeans.add(adviceBean);
-			}
-			if (ResponseBodyAdvice.class.isAssignableFrom(beanType)) {
+			if (RequestBodyAdvice.class.isAssignableFrom(beanType) || ResponseBodyAdvice.class.isAssignableFrom(beanType)) {",5,condition,Avoid duplicate registration of [RequestBody|ResponseBody]Advice @ControllerAdvice,"Prior to this commit, if a @ControllerAdvice implemented both
RequestBodyAdvice and ResponseBodyAdvice, it was registered twice in
RequestMappingHandlerAdapter.

This commit ensures that such instances are only registered once.

Closes gh-22638
",
946082f8062cf859a30c461ace18ccc6e5dd2872,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/CoroutinesUtils.java,Condition_Change,"-		else if (KTypes.isSubtypeOf(returnType, monoType)) {
-			return mono.flatMap(o -> ((Mono<?>)o));
-		}
-		else if (KTypes.isSubtypeOf(returnType, publisherType)) {
+		if (KTypes.isSubtypeOf(returnType, publisherType)) {
+			if (KTypes.isSubtypeOf(returnType, monoType)) {
+				return mono.flatMap(o -> ((Mono<?>)o));
+			}",8,condition,Refine publisher type check in CoroutinesUtils,"See gh-32390
",
947255e3774fe6248c59d2cdd6a1b06b9f6b5d9b,spring-projects/spring-framework,spring-aop/src/main/java/org/springframework/aop/framework/CglibAopProxy.java,Condition_Change,"+import org.springframework.core.KotlinDetector;
-				if (ReflectionUtils.declaresException(getMethod(), ex.getClass())) {
+				if (ReflectionUtils.declaresException(getMethod(), ex.getClass()) ||
+						KotlinDetector.isKotlinType(getMethod().getDeclaringClass())) {
+					// Propagate original exception if declared on the target method
+					// (with callers expecting it). Always propagate it for Kotlin code
+					// since checked exceptions do not have to be explicitly declared there.
+					// Checked exception thrown in the interceptor but not declared on the
+					// target method signature -> apply an UndeclaredThrowableException,
+					// aligned with standard JDK dynamic proxy behavior.",4,condition,Always propagate checked exceptions from Kotlin code behind CGLIB proxies,"Closes gh-23844
",
949c3d450c35b676b82a4a56ada997cf9a552f1d,spring-projects/spring-framework,spring-beans/src/main/java/org/springframework/beans/CachedIntrospectionResults.java,Condition_Change,"-					!readMethodNames.contains((method.getName())) && isPlainAccessor(method)) {
+					!readMethodNames.contains(method.getName()) && isPlainAccessor(method)) {
-		if (method.getParameterCount() > 0 || method.getReturnType() == void.class ||
-				method.getDeclaringClass() == Object.class || Modifier.isStatic(method.getModifiers())) {
+		if (Modifier.isStatic(method.getModifiers()) ||
+				method.getDeclaringClass() == Object.class || method.getDeclaringClass() == Class.class ||
+				method.getParameterCount() > 0 || method.getReturnType() == void.class ||
+				ClassLoader.class.isAssignableFrom(method.getReturnType()) ||
+				ProtectionDomain.class.isAssignableFrom(method.getReturnType())) {",9,condition,Align plain accessor check,,
9528c3532d4bb7eb62514418e32c0c5687722564,spring-projects/spring-framework,spring-webflux/src/main/java/org/springframework/web/reactive/result/HandlerResultHandlerSupport.java,Condition_Change,"-		for (MediaType mediaType : compatibleMediaTypes) {
+		for (MediaType mediaType : result) {",2,iteration,Fix typo,,
963cc09c2e742321413b29d94f390ce3f60a4799,spring-projects/spring-framework,spring-beans/src/main/java/org/springframework/beans/factory/support/AutowireUtils.java,Remove_Condition,"-		boolean p1 = Modifier.isPublic(e1.getModifiers());
-		boolean p2 = Modifier.isPublic(e2.getModifiers());
-		if (p1 != p2) {
-			return (p1 ? -1 : 1);
-		}
-		int c1pl = e1.getParameterCount();
-		int c2pl = e2.getParameterCount();
-		return Integer.compare(c2pl, c1pl);
+		int result = Boolean.compare(Modifier.isPublic(e2.getModifiers()), Modifier.isPublic(e1.getModifiers()));
+		return result != 0 ? result : Integer.compare(e2.getParameterCount(), e1.getParameterCount());",10,condition,Polish AutowireUtils.EXECUTABLE_COMPARATOR,"Closes gh-22283
",
964467d2691180a7f01de441a190fb998801df91,spring-projects/spring-framework,spring-jdbc/src/main/java/org/springframework/jdbc/support/DatabaseStartupValidator.java,Condition_Change,"-		DataSource dataSource = this.dataSource;
-		if (dataSource == null) {
+		if (this.dataSource == null) {
-					con = dataSource.getConnection();
+					con = this.dataSource.getConnection();
-								""DataSource returned null from getConnection(): "" + dataSource);
+								""DataSource returned null from getConnection(): "" + this.dataSource);
-					Thread.sleep(TimeUnit.SECONDS.toMillis(this.interval));
+					TimeUnit.SECONDS.sleep(this.interval);",9,condition,Polish DatabaseStartupValidator.afterPropertiesSet(),,
967a2ef2d20b7bc6f6bf79463ee15d7c3e2ec607,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/core/annotation/AnnotationUtils.java,Condition_Change,"-			if (method.getReturnType() == Class.class) {
+			Class<?> returnType = method.getReturnType();
+			if (returnType == Class.class || returnType == Class[].class) {",3,condition,Validate Class attributes as well as Class array attributes,"Issue: SPR-16564
",
96bfc14dba7691f0f8cd893ac90b39e09ac8ae1a,spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/ExceptionHandlerExceptionResolver.java,Condition_Change,"-			if (logger.isWarnEnabled()) {
+			// Any other than the original exception is unintended here,
+			// probably an accident (e.g. failed assertion or the like).
+			if (invocationEx != exception && logger.isWarnEnabled()) {
+			// Continue with default processing of the original exception...",2,condition,No warn logging for propagated original exception,"Issue: SPR-14907
",
9728b8cefd1adb2ad92772a3015150eac19a5d7f,spring-projects/spring-framework,spring-core/src/main/java/org/springframework/util/ReflectionUtils.java,Condition_Change,"-				if (!Modifier.isAbstract(ifcMethod.getModifiers())) {
+				if (ifcMethod.isDefault()) {",2,condition,Use Method#isDefault to find default methods in interfaces,"Closes gh-31197
",
976d32fc5943a11668b12e83621feaa197677ec4,spring-projects/spring-framework,spring-context/src/main/java/org/springframework/context/event/SimpleApplicationEventMulticaster.java,Condition_Change,"-				if (msg != null && msg.startsWith(event.getClass().getName())) {
+				if (msg == null || msg.startsWith(event.getClass().getName())) {",2,condition,SimpleApplicationEventMulticaster defensively swallows ClassCastException without message,"Issue: SPR-15145
",
977550f9560f6ce7670aae883261f412fbba02f4,spring-projects/spring-framework,spring-context/src/main/java/org/springframework/context/support/DefaultLifecycleProcessor.java,Condition_Change,"- * Copyright 2002-2017 the original author or authors.
+ * Copyright 2002-2018 the original author or authors.
-				Lifecycle bean = getBeanFactory().getBean(beanNameToCheck, Lifecycle.class);
-				if (bean != this) {
-					beans.put(beanNameToRegister, bean);
+				Object bean = getBeanFactory().getBean(beanNameToCheck);
+				if (bean != this && bean instanceof Lifecycle) {
+					beans.put(beanNameToRegister, (Lifecycle) bean);",6,condition,Properly handle null bean instance in getLifecycleBeans,"Issue: SPR-16343
",
980f971236eb496008a6f8f9c657180c0974d47b,spring-projects/spring-framework,spring-webmvc/src/main/java/org/springframework/web/servlet/tags/form/SelectedValueComparator.java,Condition_Change,"- * Copyright 2002-2013 the original author or authors.
+ * Copyright 2002-2014 the original author or authors.
-		if (boundValue.getClass().isEnum()) {
+		if (boundValue != null && boundValue.getClass().isEnum()) {",2,condition,SelectedValueComparator defensively handles null values in exhaustiveCompare,"Issue: SPR-12001
",
9820e3341d8691eddcadc0adc33e2a90bde1b37e,spring-projects/spring-framework,spring-beans/src/main/java/org/springframework/beans/factory/aot/InstanceSupplierCodeGenerator.java,Condition_Change,"-		if (accessVisibility == Visibility.PUBLIC
-				|| accessVisibility == Visibility.PACKAGE_PRIVATE) {
+		if (accessVisibility != Visibility.PRIVATE) {
-		if (accessVisibility == Visibility.PUBLIC
-				|| accessVisibility == Visibility.PACKAGE_PRIVATE) {
+		if (accessVisibility != Visibility.PRIVATE) {",6,condition,Fix handling of protected visibility,"Previously, InstanceSupplierCodeGenerator used reflection if the target
visibility is either protected or private, and use direct access if the
target visibility is public or package private.

The previous arrangement already assumed that the code is generateed in
the same package as the target type. This means that protected can be
used as well so this commit only use reflection if the target visibility
is private.

Closes gh-29253
",
9877a9e6b7d299dc32a447340bbbd0ee6a1076b5,spring-projects/spring-framework,spring-aop/src/main/java/org/springframework/aop/framework/autoproxy/AbstractAutoProxyCreator.java,Add_Condition,"-			allInterceptors.addAll(Arrays.asList(specificInterceptors));
+			if (specificInterceptors.length > 0) {
+				// specificInterceptors may equals PROXY_WITHOUT_ADDITIONAL_INTERCEPTORS
+				allInterceptors.addAll(Arrays.asList(specificInterceptors));
+			}",4,condition,Reduce memory consumption,,
988aae4f2e41ee4d23e827c09095cde1fc07d201,spring-projects/spring-framework,spring-aop/src/main/java/org/springframework/aop/framework/CglibAopProxy.java,Condition_Change,"- * Copyright 2002-2019 the original author or authors.
+ * Copyright 2002-2020 the original author or authors.
-				Method key = method;
-				if (isStatic && isFrozen && this.fixedInterceptorMap.containsKey(key)) {
+				if (isStatic && isFrozen && this.fixedInterceptorMap.containsKey(method)) {
-					int index = this.fixedInterceptorMap.get(key);
+					int index = this.fixedInterceptorMap.get(method);",5,condition,Remove unnecessary variable declaration in ProxyCallbackFilter,Closes gh-24675,
990a9c74b93b3124dae554e6246b9b75504a5d23,spring-projects/spring-framework,spring-web/src/main/java/org/springframework/web/util/UrlPathHelper.java,Condition_Change,"-			int slashIndex = requestUri.indexOf('/', semicolonIndex);
-			if (slashIndex >= 0) {
-				sb.delete(semicolonIndex, slashIndex);
+			int slashIndex = requestUri.indexOf('/', semicolonIndex + 1);
+			if (slashIndex == -1) {
+				slashIndex = sb.length();
+			sb.delete(semicolonIndex, slashIndex);",7,condition,Restore removal of trailing semicolon content,"See gh-26012
",
99399084a6b1960d152ee46aa59da5304a019439,spring-projects/spring-framework,spring-context/src/main/java/org/springframework/scheduling/concurrent/ExecutorConfigurationSupport.java,Condition_Change,"+import java.util.concurrent.Future;
- * Base class for classes that are setting up a
- * {@code java.util.concurrent.ExecutorService}
- * (typically a {@link java.util.concurrent.ThreadPoolExecutor}).
+ * Base class for setting up a {@link java.util.concurrent.ExecutorService}
+ * (typically a {@link java.util.concurrent.ThreadPoolExecutor} or
+ * {@link java.util.concurrent.ScheduledThreadPoolExecutor}).
+ * @see java.util.concurrent.ScheduledThreadPoolExecutor
-	 * @param task the task to cancel (potentially a {@link RunnableFuture})
+	 * @param task the task to cancel (typically a {@link RunnableFuture})
-		if (task instanceof RunnableFuture) {
-			((RunnableFuture<?>) task).cancel(true);
+		if (task instanceof Future) {
+			((Future<?>) task).cancel(true);",5,condition,Consistent Future check (even if typically encountering RunnableFuture),"Issue: SPR-16607
",
99d9dacc4f6a95220ebe90455dac6410f2ffa649,spring-projects/spring-framework,spring-websocket/src/main/java/org/springframework/web/socket/messaging/SubProtocolWebSocketHandler.java,Add_Condition,"+				else if (logger.isWarnEnabled()) {
+					logger.debug(""Terminating '"" + session + ""': "" + ex.getMessage());
+				}",3,condition,Log sendBufferSizeLimit exceeded at warn,"Closes gh-23534
",
99dc96b1a47394740b0db4bf15e67d9abd27a25a,spring-projects/spring-framework,spring-web/src/main/java/org/springframework/http/converter/ResourceHttpMessageConverter.java,Condition_Change,"- * Implementation of {@link HttpMessageConverter} that can read and write {@link Resource Resources}
+ * Implementation of {@link HttpMessageConverter} that can read/write {@link Resource Resources}
- *
+
-	 * Create a new instance of the {@code ResourceHttpMessageConverter}
+	 * Create a new instance of the {@code ResourceHttpMessageConverter}.
-	 * read streaming, i.e. convert to {@code InputStreamResource}.
+	 * read streaming, i.e. convert to {@code InputStreamResource}
-		if (supportsReadStreaming && InputStreamResource.class == clazz) {
+		if (this.supportsReadStreaming && InputStreamResource.class == clazz) {",3,condition,Polishing,,
9a513cfdea9020c6ed2cf3f37711ed4e31d7c310,spring-projects/spring-framework,spring-aop/src/main/java/org/springframework/aop/interceptor/AsyncExecutionAspectSupport.java,Add_Condition,"- * Copyright 2002-2018 the original author or authors.
+ * Copyright 2002-2021 the original author or authors.
-		else {
+		else if (void.class == returnType) {
+		else {
+			throw new IllegalArgumentException(
+					""Invalid return type for async method (only Future and void supported): "" + returnType);
+		}",6,condition,Enforce Future/void return declaration for async methods,"Closes gh-27734
",
9a618dc7a1527ac02fff9fd1385a277ebd3736ed,spring-projects/spring-framework,spring-web/src/main/java/org/springframework/web/filter/ShallowEtagHeaderFilter.java,Condition_Change,"-		if (!isAsyncDispatch(request) && !(response instanceof ContentCachingResponseWrapper)) {
+		if (!isAsyncDispatch(request) && !(response instanceof ConditionalContentCachingResponseWrapper)) {
-
-		ContentCachingResponseWrapper wrapper =
-				WebUtils.getNativeResponse(response, ContentCachingResponseWrapper.class);
-
+		ConditionalContentCachingResponseWrapper wrapper =
+				WebUtils.getNativeResponse(response, ConditionalContentCachingResponseWrapper.class);
-",9,condition,Enforce ConditionalContentCachingResponseWrapper in ShallowEtagHeaderFilter,"Closes gh-24976
",
9a722b4558ca7985fb54a06ff76e3934abe898cb,spring-projects/spring-framework,spring-jdbc/src/main/java/org/springframework/jdbc/core/StatementCreatorUtils.java,Condition_Change,"- * Copyright 2002-2017 the original author or authors.
+ * Copyright 2002-2018 the original author or authors.
-		if (sqlType == SqlTypeValue.TYPE_UNKNOWN || sqlType == Types.OTHER) {
+		if (sqlType == SqlTypeValue.TYPE_UNKNOWN || (sqlType == Types.OTHER && typeName == null)) {",2,condition,Pass type name into PreparedStatement.setNull in case of Types.OTHER,"Issue: SPR-16669
",
